test_case,test_ast
"CSVRecord_4_5Test.testIsConsistent_mappingNull_returnsTrue","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsConsistent_mappingNull_returnsTrue&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;VALUE-null/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_4_5Test.testIsConsistent_mappingSizeEqualsValuesLength_returnsTrue","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsConsistent_mappingSizeEqualsValuesLength_returnsTrue&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col2_/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_val1_/&gt;&lt;VALUE-_val2_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_4_5Test.testIsConsistent_mappingSizeNotEqualsValuesLength_returnsFalse","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsConsistent_mappingSizeNotEqualsValuesLength_returnsFalse&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_val1_/&gt;&lt;VALUE-_val2_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_MappedAndIndexInRange","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_MappedAndIndexInRange&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_MappedButIndexOutOfRange","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_MappedButIndexOutOfRange&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col3_/&gt;&lt;VALUE-2/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_NotMapped","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_NotMapped&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_NullName","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_NullName&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_EmptyMapping","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_EmptyMapping&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;NAME-id_2/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_EmptyValues","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_EmptyValues&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;NAME-id_1/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_EmptyValuesAndEmptyMapping","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_EmptyValuesAndEmptyMapping&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-createCSVRecord/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_2Test.testIsSet_PrivateMethodInvocation","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_PrivateMethodInvocation&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_isMapped_/&gt;&lt;TYPE-String/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_1_1Test.testCSVRecordConstructorAndGetters","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testCSVRecordConstructorAndGetters&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_val1_/&gt;&lt;VALUE-_val2_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-HashMap/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col1_/&gt;&lt;VALUE-0/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_col2_/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-_comment_/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-123L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_7/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_8/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_9/&gt;&lt;VALUE-0/&gt;&lt;/ASSIGNMENT&gt;&lt;FOR&gt;&lt;EXPR&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_10/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_7/&gt;&lt;/EXPR&gt;&lt;BODY&gt;&lt;NAME-id_9/&gt;&lt;/BODY&gt;&lt;/FOR&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_1_1Test.testCSVRecordConstructorWithNullValues","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testCSVRecordConstructorWithNullValues&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;VALUE-null/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_3/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_4/&gt;&lt;VALUE-0L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;VALUE-null/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_10_5Test.testGetRecordNumber","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetRecordNumber&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-_comment_/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-123L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Constructor/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredConstructor/&gt;&lt;PARAMS&gt;&lt;TYPE-String/&gt;&lt;TYPE-Map/&gt;&lt;TYPE-String/&gt;&lt;NAME-id_7/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;CALL&gt;&lt;METHOD-newInstance/&gt;&lt;PARAMS&gt;&lt;TYPE-Object/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_3Test.testGetByIndex_ValidIndices","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_ValidIndices&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_3Test.testGetByIndex_NegativeIndex_ThrowsArrayIndexOutOfBoundsException","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_NegativeIndex_ThrowsArrayIndexOutOfBoundsException&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_3Test.testGetByIndex_IndexEqualToLength_ThrowsArrayIndexOutOfBoundsException","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_IndexEqualToLength_ThrowsArrayIndexOutOfBoundsException&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_3Test.testGetByIndex_IndexGreaterThanLength_ThrowsArrayIndexOutOfBoundsException","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_IndexGreaterThanLength_ThrowsArrayIndexOutOfBoundsException&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_3Test.testGetByIndex_EmptyValuesArray_ThrowsArrayIndexOutOfBoundsException","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testGetByIndex_EmptyValuesArray_ThrowsArrayIndexOutOfBoundsException&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-CSVRecord/&gt;&lt;TYPE-String/&gt;&lt;VALUE-0/&gt;&lt;CALL&gt;&lt;METHOD-emptyMap/&gt;&lt;PARAMS&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;VALUE-null/&gt;&lt;VALUE-0L/&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_2_3Test.testPrivateMethodInvocationUsingReflection","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testPrivateMethodInvocationUsingReflection&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-String/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_8_6Test.testValuesMethod","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testValuesMethod&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;TYPE-String/&gt;&lt;VALUE-_a_/&gt;&lt;VALUE-_b_/&gt;&lt;VALUE-_c_/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Map/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-mock/&gt;&lt;PARAMS&gt;&lt;TYPE-Map/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_3/&gt;&lt;VALUE-_comment_/&gt;&lt;/ASSIGNMENT&gt;&lt;NAME-id_4/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_5/&gt;&lt;VALUE-123L/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_6/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_1/&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_5/&gt;&lt;/ASSIGNMENT&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_7/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_values_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-String/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_8/&gt;&lt;TYPE-String/&gt;&lt;CALL&gt;&lt;METHOD-invoke/&gt;&lt;PARAMS&gt;&lt;NAME-id_6/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_4Test.testIsSet_MappedAndIndexInBounds","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_MappedAndIndexInBounds&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_4Test.testIsSet_MappedButIndexOutOfBounds","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_MappedButIndexOutOfBounds&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_keyOutOfBounds_/&gt;&lt;VALUE-3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_mapping_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_2/&gt;&lt;NAME-id_3/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_4Test.testIsSet_NotMapped","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_NotMapped&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_4Test.testIsSet_UsingReflection","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_UsingReflection&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;TYPE-Method/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_1/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredMethod/&gt;&lt;PARAMS&gt;&lt;VALUE-_isSet_/&gt;&lt;TYPE-String/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_keyOutOfBounds_/&gt;&lt;VALUE-5/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-Field/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;CALL&gt;&lt;METHOD-getDeclaredField/&gt;&lt;PARAMS&gt;&lt;VALUE-_mapping_/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;/ASSIGNMENT&gt;&lt;CALL&gt;&lt;METHOD-setAccessible/&gt;&lt;PARAMS&gt;&lt;VALUE-true/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;CALL&gt;&lt;METHOD-set/&gt;&lt;PARAMS&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_4/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_3Test.testIsSet_nameMappedAndIndexLessThanValuesLength","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_nameMappedAndIndexLessThanValuesLength&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_3Test.testIsSet_nameMappedAndIndexEqualsValuesLength","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_nameMappedAndIndexEqualsValuesLength&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_key3_/&gt;&lt;NAME-id_1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_4/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_3Test.testIsSet_nameMappedAndIndexGreaterThanValuesLength","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_nameMappedAndIndexGreaterThanValuesLength&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;CALL&gt;&lt;METHOD-put/&gt;&lt;PARAMS&gt;&lt;VALUE-_key4_/&gt;&lt;NAME-id_1/&gt;&lt;VALUE-1/&gt;&lt;/PARAMS&gt;&lt;/CALL&gt;&lt;TYPE-CSVRecord/&gt;&lt;ASSIGNMENT&gt;&lt;VAR-id_2/&gt;&lt;TYPE-CSVRecord/&gt;&lt;NAME-id_3/&gt;&lt;NAME-id_4/&gt;&lt;VALUE-null/&gt;&lt;VALUE-1L/&gt;&lt;/ASSIGNMENT&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_3Test.testIsSet_nameNotMapped","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_nameNotMapped&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
"CSVRecord_6_3Test.testIsSet_nullName","&lt;TESTCASE&gt;&lt;SIGNATURE&gt;testIsSet_nullName&lt;/SIGNATURE&gt;&lt;BODY&gt;&lt;/BODY&gt;&lt;/TESTCASE&gt;"
